type	latitude	longitude	altitude (m)	course	slope (%)	distance (km)	distance_interval (m)	slope corrected
5	42.950794	-92.810121	325.4	179.7	-0.6	470.8336	227.52	-0.6
5	42.948234	-92.810114	323.9	179.9	-0.5	471.118	284.4	-0.5
5	42.945623	-92.810119	323.1	180.1	-0.3	471.4081	290.06	-0.3
5	42.941567	-92.810051	319.9	179.3	-0.7	471.8587	450.62	-0.7
5	42.939784	-92.810032	319.3	179.6	-0.3	472.0568	198.08	-0.3
5	42.938001	-92.810013	322.2	179.6	1.5	472.2549	198.08	1.5
5	42.934916	-92.809997	320.1	179.8	-0.6	472.5976	342.72	-0.6
5	42.932648	-92.810014	316.4	180.3	-1.5	472.8495	251.96	-1.5
5	42.929337	-92.810005	314.7	179.9	-0.5	473.2174	367.82	-0.5
5	42.927934	-92.81001	311.4	180.2	-2.1	473.3732	155.86	-2.1
5	42.925389	-92.810015	314.4	180.1	1.1	473.6559	282.73	1.1
5	42.922889	-92.81002	308.8	180.1	-2	473.9337	277.73	-2
5	42.919968	-92.81004	307.7	180.3	-0.3	474.2582	324.5	-0.3
5	42.916678	-92.810045	307.1	180.1	-0.2	474.6237	365.49	-0.2
5	42.914549	-92.810043	305.3	180	-0.8	474.8602	236.51	-0.8
5	42.912258	-92.810028	304.9	179.7	-0.2	475.1147	254.51	-0.2
5	42.909907	-92.810012	304.3	179.7	-0.2	475.3759	261.18	-0.2
5	42.907274	-92.810109	304.8	181.5	0.2	475.6685	292.61	0.2
5	42.904186	-92.811187	296.4	194.3	-2.4	476.0226	354.16	-2.4
5	42.90335	-92.81152	295.3	196.3	-1.1	476.1194	96.77	-1.1
5	42.903052	-92.810784	295.5	118.9	0.3	476.188	68.62	0.3
5	42.900616	-92.807751	293.8	137.6	-0.5	476.5549	366.87	-0.5
5	42.898434	-92.805261	293.7	140.1	0	476.8713	316.41	0
5	42.897338	-92.804012	290.2	140.1	-2.2	477.0302	158.84	-2.2
5	42.894448	-92.800717	289.9	140.1	-0.1	477.4491	418.93	-0.1
5	42.893186	-92.799304	289.6	140.6	-0.2	477.6307	181.59	-0.2
5	42.891353	-92.797186	289.5	139.8	0	477.8979	267.2	0
5	42.891	-92.793383	289.9	97.2	0.1	478.211	313.11	0.1
5	42.891049	-92.790782	292.5	88.5	1.2	478.4235	212.53	1.2
5	42.89105	-92.79074	292.7	88.1		478.427	3.43	5.8
5	42.891074	-92.787287	306.1	89.5		478.709	282.07	4.7
5	42.891097	-92.783833	312.3	89.5	2.2	478.9912	282.15	2.2
5	42.891121	-92.78038	312	89.5	-0.1	479.2733	282.07	-0.1
5	42.891145	-92.776926	310.4	89.5	-0.6	479.5554	282.15	-0.6
5	42.891168	-92.773473	312.4	89.5	0.7	479.8375	282.07	0.7
5	42.891156	-92.768812	310.4	90.2	-0.5	480.2182	380.73	-0.5
5	42.891132	-92.765863	309	90.6	-0.6	480.4591	240.9	-0.6
5	42.891108	-92.762915	310.9	90.6	0.8	480.6999	240.82	0.8
5	42.891126	-92.758969	313.1	89.6	0.7	481.0223	322.33	0.7
5	42.891151	-92.755989	313.4	89.3	0.1	481.2657	243.44	0.1
5	42.891177	-92.75251	316.3	89.4	1	481.5499	284.2	1
5	42.891133	-92.746389	314.1	90.6	-0.4	482.0499	500.02	-0.4
5	42.891105	-92.743507	309.4	90.8	-2	482.2854	235.44	-2
5	42.891078	-92.740626	304.7	90.7	-2	482.5207	235.35	-2
5	42.891051	-92.737744	308.3	90.7	1.5	482.7561	235.43	1.5
5	42.891024	-92.734863	315.2	90.7	2.9	482.9915	235.35	2.9
5	42.891	-92.73238	314.4	90.8	-0.4	483.1943	202.84	-0.4
5	42.889161	-92.732311	312	178.4	-1.2	483.3987	204.37	-1.2
5	42.887323	-92.732301	307.9	179.8	-2	483.6029	204.19	-2
5	42.885484	-92.732292	303	179.8	-2.4	483.8072	204.3	-2.4
5	42.882733	-92.732276	305.3	179.8	0.8	484.1128	305.61	0.8
5	42.880326	-92.732262	301.9	179.8	-1.3	484.3802	267.4	-1.3
5	42.877919	-92.732248	304.2	179.8	0.9	484.6476	267.4	0.9
5	42.87442	-92.73221	303.2	179.5	-0.3	485.0363	388.72	-0.3
5	42.872401	-92.73218	302.1	179.4	-0.5	485.2606	224.3	-0.5
5	42.870381	-92.73215	300.3	179.4	-0.8	485.485	224.42	-0.8
5	42.867835	-92.732135	295.8	179.8	-1.6	485.7679	282.84	-1.6
5	42.865301	-92.73212	295.2	179.8	-0.2	486.0494	281.51	-0.2
5	42.862766	-92.732105	293.3	179.8	-0.7	486.331	281.62	-0.7
5	42.859844	-92.732106	293.2	180	0	486.6556	324.61	0
5	42.856566	-92.732114	294.7	180.1	0.4	487.0198	364.15	0.4
5	42.854892	-92.732119	292.6	180.1	-1.1	487.2057	185.96	-1.1
5	42.85439	-92.73212	292.6	180.1	0	487.2615	55.77	0
5	42.85074	-92.73212	290	180	-0.6	487.667	405.48	-0.6
5	42.84859	-92.732109	289.9	179.8	0	487.9058	238.84	0
5	42.84644	-92.732099	290	179.8	0	488.1447	238.84	0
5	42.84429	-92.732089	288.1	179.8	-0.8	488.3835	238.84	-0.8
5	42.84214	-92.732078	286.5	179.8	-0.7	488.6223	238.84	-0.7
5	42.839308	-92.732035	289.7	179.4	1	488.937	314.63	1
5	42.836732	-92.732012	295.4	179.6	2	489.2231	286.17	2
5	42.834605	-92.732004	298.9	179.8	1.5	489.4594	236.29	1.5
5	42.831337	-92.731997	299.8	179.9	0.2	489.8225	363.04	0.2
5	42.829304	-92.731993	296.2	179.9	-1.6	490.0483	225.85	-1.6
5	42.825656	-92.732006	296.9	180.2	0.2	490.4536	405.26	0.2
5	42.823862	-92.732022	303.4	180.4	3.3	490.6529	199.3	3.3
5	42.822068	-92.732038	304	180.4	0.3	490.8522	199.3	0.3
5	42.819513	-92.732079	299.2	180.7	-1.7	491.136	283.85	-1.7
5	42.816249	-92.732096	303.2	180.2	1.1	491.4986	362.6	1.1
5	42.814257	-92.732092	299	179.9	-1.9	491.7199	221.29	-1.9
5	42.811375	-92.7321	292.8	180.1	-1.9	492.0401	320.16	-1.9
5	42.807738	-92.732104	295.4	180	0.6	492.4441	404.03	0.6
5	42.805856	-92.732099	298.8	179.9	1.6	492.6532	209.07	1.6
5	42.803973	-92.732093	304.7	179.9	2.8	492.8624	209.18	2.8
5	42.800541	-92.732061	317.5	179.6	3.4	493.2436	381.27	3.4
5	42.798272	-92.732032	317.6	179.5	0	493.4957	252.07	0
5	42.796003	-92.732002	313.4	179.4	-1.7	493.7478	252.07	-1.7
5	42.793735	-92.731973	304.8	179.5	-3.4	493.9997	251.96	-3.4
5	42.791466	-92.731944	299	179.5	-2.3	494.2518	252.07	-2.3
5	42.788633	-92.731905	296	179.4	-1	494.5665	314.73	-1
5	42.78831	-92.73173	296.3	158.3	0.8	494.6052	38.63	0.8
5	42.788299	-92.729023	292.6	90.3	-1.7	494.8267	221.49	-1.7
5	42.788276	-92.724292	293.6	90.4	0.3	495.2138	387.1	0.3
5	42.788261	-92.721573	292.6	90.4	-0.5	495.4362	222.48	-0.4
5	42.788247	-92.718855	292.8	90.4	0.1	495.6586	222.39	0.1
5	42.788223	-92.715025	298.8	90.5	1.9	495.972	313.38	1.9
5	42.78821	-92.710918	293.7	90.2	-1.5	496.308	336.04	-1.5
5	42.78821	-92.708816	293.4	90	-0.2	496.48	171.99	-0.2
5	42.788219	-92.705353	286.5	89.8	-2.4	496.7634	283.35	-2.4
5	42.788229	-92.701907	286.2	89.8	-0.1	497.0453	281.96	-0.1
5	42.788237	-92.698323	284.2	89.8	-0.7	497.3386	293.25	-0.7
5	42.78824	-92.694355	284.3	89.9	0	497.6632	324.66	0
5	42.788251	-92.69041	283.5	89.8	-0.2	497.986	322.78	-0.2
5	42.788269	-92.68775	281.1	89.5	-1.1	498.2037	217.65	-1.1
5	42.78828	-92.68598	283.5	89.5	1.7	498.3485	144.83	1.7
5	42.78828	-92.684558	283.6	90	0.1	498.4649	116.35	0.1
5	42.786402	-92.68277	283.5	145.1	0	498.7197	254.81	0
5	42.78469	-92.68212	283.5	164.4	0	498.9171	197.48	0
5	42.784709	-92.681733	283.5	86.2	0	498.9489	31.74	0
5	42.784675	-92.676969	283.6	90.6	0	499.3387	389.83	0
5	42.784682	-92.673817	284.9	89.8	0.5	499.5966	257.91	0.5
5	42.784705	-92.670906	288.6	89.4	1.6	499.8348	238.21	1.6
5	42.784668	-92.66737	286.4	90.8	-0.8	500.1242	289.36	-0.8
5	42.784637	-92.66438	285.4	90.8	-0.4	500.3689	244.68	-0.4
5	42.784608	-92.659886	285	90.5	-0.1	500.7366	367.74	-0.1
5	42.784596	-92.656972	285	90.3	0	500.9751	238.44	0
5	42.784584	-92.654058	285	90.3	0	501.2135	238.44	0
5	42.78458	-92.65303	285	90.3	0	501.2976	84.12	0
5	42.784563	-92.650258	283.8	90.5	-0.5	501.5244	226.83	-0.5
5	42.784407	-92.64704	285	93.8	0.5	501.7883	263.88	0.5
5	42.783205	-92.643507	283.3	114.9	-0.5	502.1068	318.44	-0.5
5	42.782175	-92.640366	283.7	114.1	0.1	502.3881	281.34	0.1
5	42.781339	-92.637497	285.2	111.7	0.6	502.6406	252.47	0.6
5	42.780486	-92.634507	288	111.2	1.1	502.903	262.38	1.1
5	42.779816	-92.630476	286.4	102.8	-0.5	503.2411	338.15	-0.5
5	42.779192	-92.62755	283.6	106.2	-1.1	503.4904	249.27	-1.1
5	42.77917	-92.62747	283.6	110.5	0	503.4974	6.99	0
5	42.778094	-92.624669	283.5	117.6	0	503.7559	258.51	0
5	42.775948	-92.620726	283.5	126.6	0	504.1571	401.19	0
5	42.774865	-92.618773	285.2	127.1	0.9	504.3571	200.05	0.8
5	42.773726	-92.616077	288.2	119.9	1.2	504.6115	254.34	1.2
5	42.77368	-92.612452	294.5	91	2.1	504.9082	296.71	2.1
5	42.77368	-92.609374	285.1	90	-3.7	505.1601	251.9	-3.7
5	42.773687	-92.605372	289	89.9	1.2	505.4876	327.52	1.2
5	42.773693	-92.602094	292.8	89.9	1.4	505.7559	268.27	1.4
5	42.7737	-92.598816	299.7	89.8	2.6	506.0241	268.27	2.6
5	42.773707	-92.595539	295.4	89.8	-1.6	506.2923	268.19	-1.6
5	42.773703	-92.590714	291.7	90.1	-0.9	506.6872	394.88	-0.9
5	42.773697	-92.587547	288	90.1	-1.4	506.9464	259.19	-1.4
5	42.77369	-92.584381	291.1	90.2	1.2	507.2055	259.11	1.2
5	42.773683	-92.581215	291.2	90.2	0	507.4646	259.11	0
5	42.773677	-92.578049	290.9	90.1	-0.1	507.7237	259.11	-0.1
5	42.77367	-92.57492	298.4	90.2	2.9	507.9798	256.08	2.9
6	42.773666	-92.571748	302.6	90.1	1.6	508.2394	259.6	1.6
6	42.773662	-92.568575	304.2	90.1	0.6	508.4991	259.68	0.6
6	42.773657	-92.565403	300.4	90.1	-1.5	508.7587	259.6	-1.5
6	42.773653	-92.56223	303.7	90.1	1.3	509.0183	259.68	1.3
6	42.773649	-92.559058	307.1	90.1	1.3	509.2779	259.6	1.3
6	42.773645	-92.555885	310.7	90.1	1.4	509.5376	259.68	1.4
6	42.773641	-92.552713	310.9	90.1	0.1	509.7972	259.6	0.1
6	42.773637	-92.549541	312.2	90.1	0.5	510.0568	259.6	0.5
6	42.773632	-92.546368	313.5	90.1	0.5	510.3165	259.68	0.5
6	42.773628	-92.543196	310	90.1	-1.4	510.5761	259.6	-1.3
6	42.773624	-92.540023	305.7	90.1	-1.7	510.8357	259.68	-1.7
6	42.773606	-92.534147	308.6	90.2	0.6	511.3166	480.89	0.6
6	42.773591	-92.531273	304.2	90.4	-1.9	511.5519	235.21	-1.9
6	42.773577	-92.5284	298.7	90.4	-2.3	511.787	235.13	-2.3
6	42.773563	-92.525527	292.4	90.4	-2.7	512.0221	235.13	-2.7
6	42.773549	-92.522653	289.9	90.4	-1.1	512.2573	235.21	-1.1
6	42.773535	-92.518458	288.6	90.3	-0.4	512.6006	343.32	-0.4
6	42.773531	-92.515976	289.3	90.1	0.3	512.8038	203.13	0.3
6	42.77335	-92.51484	289.2	102.2	-0.1	512.8989	95.12	-0.1
6	42.771153	-92.514821	287.3	179.6	-0.8	513.143	244.07	-0.8
6	42.768956	-92.514803	285.8	179.7	-0.6	513.387	244.07	-0.6
6	42.76676	-92.514784	286.9	179.6	0.5	513.631	243.95	0.5
6	42.763948	-92.514737	290.4	179.3	1.1	513.9434	312.4	1.1
6	42.761576	-92.514695	291.4	179.3	0.4	514.2069	263.52	0.4
6	42.759204	-92.514652	301.3	179.2	3.8	514.4704	263.52	3.8
6	42.756612	-92.514677	303.6	180.4	0.8	514.7584	287.95	0.8
6	42.753258	-92.5147	300.9	180.3	-0.7	515.131	372.59	-0.7
6	42.75179	-92.514411	300.8	171.8	-0.1	515.2958	164.78	-0.1
6	42.75179	-92.51441	300.8	90	0	515.2958	0.08	0
6	42.751809	-92.510955	303.7	89.6	1	515.5787	282.86	1
6	42.751828	-92.5075	298.7	89.6	-1.8	515.8616	282.86	-1.8
6	42.751847	-92.504045	296.4	89.6	-0.8	516.1444	282.86	-0.8
6	42.751858	-92.500201	299.4	89.8	1	516.4591	314.7	1
6	42.751865	-92.496982	291.6	89.8	-3	516.7227	263.54	-3
6	42.751888	-92.492475	287.4	89.6	-1.1	517.0917	368.99	-1.1
6	42.751905	-92.48997	286.6	89.5	-0.4	517.2967	205.09	-0.4
6	42.749956	-92.487439	279.9	136.4	-2.2	517.5964	299.69	-2.2
6	42.748309	-92.485804	280	143.9	0	517.8231	226.7	0
6	42.745596	-92.485104	278.3	169.3	-0.6	518.1299	306.78	-0.6
6	42.743117	-92.485114	283.4	180.2	1.9	518.4053	275.39	1.9
6	42.739974	-92.485124	286.5	180.1	0.9	518.7545	349.15	0.9
6	42.737594	-92.485151	292.5	180.5	2.3	519.0189	264.4	2.3
6	42.734834	-92.485155	289.6	180.1	-0.9	519.3255	306.6	-0.9
6	42.73346	-92.48515	285.1	179.8	-2.9	519.4781	152.63	-2.9
6	42.732491	-92.485144	281.7	179.7	-3.2	519.5857	107.64	-3.2
6	42.730657	-92.485174	280.4	180.7	-0.6	519.7895	203.75	-0.6
6	42.730474	-92.48174	280.6	94.1	0.1	520.0715	281.97	0.1
6	42.730516	-92.47724	277.9	89.3	-0.7	520.44	368.56	-0.7
6	42.730551	-92.47506	279	88.7	0.6	520.6186	178.58	0.6
6	42.73056	-92.47439	279	89	0	520.6735	54.88	0
6	42.73057	-92.4721	277.9	89.7	-0.6	520.861	187.55	-0.6
6	42.730966	-92.472086	277.6	1.5	-0.7	520.905	44.01	-0.7
6	42.733331	-92.471965	281.1	2.2	1.3	521.1679	262.91	1.3
6	42.73566	-92.470671	284.4	22.2	1.2	521.4475	279.58	1.2
6	42.73826	-92.469963	274.9	11.3	-3.2	521.7421	294.59	-3.2
6	42.740417	-92.469032	280.2	17.6	2.1	521.9936	251.45	2.1
6	42.74277	-92.467096	284.5	31.1	1.4	522.2993	305.7	1.4
6	42.744818	-92.465641	287.6	27.6	1.2	522.5561	256.81	1.2
6	42.748811	-92.46556	300.7	0.9	3	522.9997	443.62	3
6	42.750642	-92.46556	303.1	0	1.2	523.2031	203.4	1.2
6	42.752474	-92.46556	306.4	0	1.6	523.4066	203.51	1.6
6	42.755944	-92.465573	299.8	359.8	-1.7	523.7921	385.48	-1.7
6	42.758297	-92.465566	293.3	0.1	-2.5	524.0535	261.39	-2.5
6	42.7602	-92.465579	293.6	359.7	0.1	524.2649	211.4	0.1
6	42.762715	-92.465602	292.6	359.6	-0.4	524.5443	279.39	-0.4
6	42.765141	-92.465624	286.6	359.6	-2.2	524.8138	269.51	-2.2
6	42.768636	-92.465747	297.2	358.5	2.7	525.2022	388.38	2.7
6	42.771464	-92.4658	293.3	359.2	-1.2	525.5163	314.19	-1.2
6	42.772919	-92.4658	291	0	-1.4	525.678	161.63	-1.4
6	42.77386	-92.46472	297	40.1		525.8149	136.89	4.4
6	42.773864	-92.461734	299	89.9	0.8	526.0592	244.37	0.8
6	42.773867	-92.458749	307.5	89.9	3.5	526.3035	244.29	3.5
6	42.773871	-92.455763	305.4	89.9	-0.9	526.5479	244.37	-0.9
6	42.773875	-92.452777	308	89.9	1.1	526.7923	244.37	1.1
6	42.773878	-92.449792	312.8	89.9	2	527.0366	244.29	2
6	42.773871	-92.445371	307.7	90.1	-1.4	527.3984	361.81	-1.4
6	42.773861	-92.442462	310.1	90.3	1	527.6365	238.07	1
6	42.773852	-92.439553	313	90.2	1.2	527.8745	238.07	1.2
6	42.77384	-92.436189	314.3	90.3	0.5	528.1498	275.31	0.5
6	42.773736	-92.430186	312.1	91.3	-0.4	528.6413	491.42	-0.4
6	42.773681	-92.427271	309.3	91.5	-1.2	528.8799	238.64	-1.2
6	42.773627	-92.424357	303.3	91.4	-2.5	529.1185	238.56	-2.5
6	42.773573	-92.421443	301.7	91.4	-0.7	529.357	238.56	-0.7
6	42.773518	-92.418528	307.6	91.5	2.5	529.5957	238.64	2.5
6	42.773455	-92.415077	309.4	91.4	0.6	529.8782	282.52	0.6
6	42.77345	-92.41199	307.4	90.1	-0.8	530.1308	252.64	-0.8
6	42.773445	-92.408524	312.2	90.1	1.7	530.4145	283.66	1.7
6	42.773417	-92.402541	307.2	90.4	-1	530.9041	489.66	-1
6	42.773395	-92.399932	311.5	90.7	2	531.1177	213.53	2
6	42.773372	-92.397323	314	90.7	1.2	531.3312	213.54	1.2
6	42.773311	-92.392025	315	90.9	0.2	531.7648	433.64	0.2
6	42.773273	-92.389299	317.1	91.1	0.9	531.988	223.14	0.9
6	42.773234	-92.386574	318.3	91.1	0.5	532.211	223.06	0.5
6	42.773195	-92.383849	317.7	91.1	-0.3	532.4341	223.06	-0.3
6	42.773119	-92.379564	317.3	91.4	-0.1	532.7849	350.79	-0.1
6	42.773068	-92.377068	317.9	91.6	0.3	532.9892	204.35	0.3
6	42.773064	-92.372471	320	90.1	0.6	533.3654	376.22	0.6
6	42.773077	-92.370243	317.2	89.5	-1.5	533.5478	182.35	-1.5
6	42.773103	-92.366867	314.7	89.4	-0.9	533.8241	276.31	-0.9
6	42.773152	-92.363258	308.6	88.9	-2.1	534.1195	295.41	-2.1
6	42.773222	-92.359623	305.6	88.5	-1	534.4171	297.59	-1
6	42.77325	-92.35828	304.8	88.4	-0.7	534.5271	109.96	-0.7
6	42.773309	-92.355317	302	88.4	-1.2	534.7696	242.58	-1.2
6	42.773368	-92.352354	308.7	88.4	2.8	535.0122	242.58	2.8
6	42.773427	-92.349391	306.7	88.4	-0.8	535.2548	242.58	-0.8
6	42.773545	-92.344491	310.7	88.1	1	535.656	401.23	1
6	42.773619	-92.341761	313.7	87.9	1.3	535.8796	223.57	1.3
6	42.773694	-92.339032	313.5	87.9	-0.1	536.1031	223.5	-0.1
6	42.773721	-92.334964	316.8	89.5	1	536.436	332.94	1
6	42.773713	-92.332217	316.9	90.2	0	536.6609	224.82	0
6	42.773703	-92.328664	320.5	90.2	1.2	536.9516	290.78	1.2
6	42.773622	-92.323199	319.2	91.2	-0.3	537.399	447.34	-0.3
6	42.773584	-92.320718	317	91.2	-1.1	537.6021	203.09	-1.1
6	42.773546	-92.318237	314.9	91.2	-1	537.8052	203.09	-1
6	42.773522	-92.313999	317.7	90.4	0.8	538.152	346.85	0.8
6	42.773513	-92.310778	319.2	90.2	0.6	538.4156	263.61	0.6
6	42.773505	-92.307558	320.5	90.2	0.5	538.6791	263.53	0.5
6	42.773496	-92.304337	319.9	90.2	-0.2	538.9427	263.61	-0.2
6	42.773488	-92.301116	317.2	90.2	-1	539.2064	263.61	-1
6	42.773457	-92.295638	308.5	90.4	-1.9	539.6547	448.33	-1.9
6	42.773435	-92.293256	304.9	90.7	-1.9	539.8496	194.96	-1.8
6	42.773412	-92.290873	306.4	90.8	0.8	540.0447	195.04	0.8
6	42.773377	-92.287408	310.6	90.8	1.5	540.3283	283.6	1.5
6	42.773341	-92.282882	314	90.6	0.9	540.6987	370.43	0.9
6	42.773321	-92.279985	314	90.5	0	540.9358	237.1	0
6	42.773302	-92.277087	316.4	90.5	1	541.173	237.18	1
6	42.7733	-92.273498	320.4	90	1.4	541.4667	293.72	1.4
6	42.7733	-92.270166	317.7	90	-1	541.7394	272.69	-1
6	42.7733	-92.265761	318.2	90	0.1	542.0999	360.51	0.1
6	42.7733	-92.262782	317	90	-0.5	542.3437	243.8	-0.5
6	42.7733	-92.259804	314.9	90	-0.9	542.5874	243.72	-0.9
6	42.7733	-92.25803	317.2	90	1.6	542.7326	145.18	1.6
6	42.77566	-92.258291	317.2	355.4	0	542.9957	263.04	0
6	42.777939	-92.258263	317.2	0.5	0	543.2488	253.18	0
6	42.780219	-92.258234	319	0.5	0.7	543.5021	253.29	0.7
6	42.782498	-92.258206	319.6	0.5	0.2	543.7553	253.18	0.2
6	42.784778	-92.258177	320.6	0.5	0.4	544.0086	253.29	0.4
6	42.787058	-92.258149	321.6	0.5	0.4	544.2619	253.29	0.4
6	42.790063	-92.25814	322.7	0.1	0.3	544.5957	333.82	0.3
6	42.792357	-92.25814	322.3	0	-0.2	544.8506	254.84	-0.2
6	42.79465	-92.25814	323.1	0	0.3	545.1053	254.73	0.3
6	42.797386	-92.258123	322.9	0.3	-0.1	545.4092	303.94	-0.1
6	42.79902	-92.25811	322.4	0.3	-0.3	545.5908	181.52	-0.3
6	42.800438	-92.258104	321.3	0.2	-0.7	545.7483	157.52	-0.7
6	42.803138	-92.258109	320.4	359.9	-0.3	546.0482	299.94	-0.3
6	42.804866	-92.258119	321	359.8	0.3	546.2402	191.96	0.3
6	42.807294	-92.25811	316.2	0.2	-1.8	546.5099	269.72	-1.8
6	42.810288	-92.258138	311.7	359.6	-1.4	546.8425	332.61	-1.4
6	42.81264	-92.258146	319.9	359.9	3.1	547.1038	261.28	3.1
6	42.815921	-92.258154	322	359.9	0.6	547.4683	364.48	0.6
6	42.817711	-92.258158	322.8	359.9	0.4	547.6671	198.85	0.4
6	42.820744	-92.258152	314.4	0.1	-2.5	548.0041	336.93	-2.5
6	42.823128	-92.258143	310.9	0.2	-1.3	548.2689	264.84	-1.3
6	42.825511	-92.258135	311.5	0.1	0.2	548.5336	264.73	0.2
6	42.827895	-92.258126	309.9	0.2	-0.6	548.7985	264.84	-0.6
6	42.830279	-92.258118	305.4	0.1	-1.7	549.0633	264.84	-1.7
6	42.833257	-92.258087	304.8	0.4	-0.2	549.3941	330.83	-0.2
6	42.835484	-92.257504	304.8	10.9	0	549.6461	251.95	0
6	42.83738	-92.25611	304.8	28.3	0	549.8856	239.48	0
6	42.837885	-92.255651	304.8	33.7	0	549.9531	67.49	0
6	42.840251	-92.253526	304.9	33.4	0	550.2681	315.06	0
6	42.842072	-92.251872	305.8	33.7	0.4	550.5114	243.32	0.4
6	42.843892	-92.250218	307.7	33.7	0.8	550.7547	243.23	0.8
6	42.845789	-92.248231	309.7	37.5	0.8	551.0207	266.07	0.8
6	42.847129	-92.245217	316.6	58.8	2.4	551.3086	287.85	2.4
6	42.847498	-92.241447	315.2	82.4	-0.5	551.6195	310.88	-0.5
6	42.8475	-92.23997	311.3	89.9	-3.2	551.7402	120.73	-3.2
6	42.847507	-92.23695	307.9	89.8	-1.4	551.9871	246.86	-1.4
6	42.847514	-92.23393	305.3	89.8	-1.1	552.2339	246.86	-1.1
6	42.84752	-92.23091	305	89.8	-0.1	552.4808	246.86	-0.1
6	42.847527	-92.22789	305.4	89.8	0.2	552.7277	246.86	0.2
6	42.847535	-92.22357	307.3	89.9	0.5	553.0808	353.13	0.5
6	42.847541	-92.22049	310.8	89.8	1.4	553.3326	251.77	1.4
6	42.847546	-92.21741	312.4	89.9	0.6	553.5843	251.77	0.6
6	42.847558	-92.212746	316	89.8	0.9	553.9656	381.25	0.9
6	42.847566	-92.210283	320.2	89.7	2.1	554.1669	201.33	2.1
6	42.847554	-92.206933	326.1	90.3	2.2	554.4408	273.84	2.2
6	42.84755	-92.20632	326.2	90.5	0.2	554.4909	50.11	0.2
6	42.847529	-92.203048	326.2	90.5	0	554.7583	267.47	0
6	42.847507	-92.199776	318.2	90.5	-3	555.0258	267.47	-3
6	42.847486	-92.196505	322.3	90.5	1.5	555.2932	267.39	1.5
6	42.847464	-92.193233	326.2	90.5	1.5	555.5607	267.47	1.5
6	42.847443	-92.189961	327.1	90.5	0.3	555.8281	267.47	0.3
6	42.847447	-92.186251	329.6	89.9	0.8	556.1314	303.26	0.8
6	42.847453	-92.182921	329.6	89.9	0	556.4036	272.2	0
6	42.84746	-92.179592	330	89.8	0.1	556.6757	272.12	0.1
6	42.84746	-92.176068	330.9	90	0.3	556.9638	288.06	0.3
6	42.84746	-92.172645	331.5	90	0.2	557.2436	279.8	0.2
6	42.84744	-92.168133	329	90.3	-0.7	557.6124	368.83	-0.7
6	42.847404	-92.163706	323.8	90.6	-1.4	557.9743	361.9	-1.4
6	42.847388	-92.161603	326.6	90.6	1.6	558.1462	171.91	1.6
6	42.847398	-92.157603	326.2	89.8	-0.1	558.4732	326.97	-0.1
6	42.847416	-92.154657	330.4	89.5	1.7	558.714	240.82	1.7
6	42.847434	-92.15171	331	89.5	0.2	558.9549	240.9	0.2
6	42.84745	-92.147584	329.4	89.7	-0.5	559.2922	337.27	-0.5
6	42.847459	-92.144517	325.9	89.8	-1.4	559.5429	250.71	-1.4
6	42.847469	-92.141451	329.3	89.7	1.4	559.7935	250.62	1.4
6	42.847455	-92.13749	334	90.3	1.5	560.1173	323.79	1.5
6	42.84744	-92.13418	336.2	90.4	0.8	560.3879	270.57	0.8
6	42.847425	-92.130871	335.8	90.4	-0.1	560.6584	270.49	-0.1
6	42.84741	-92.127561	336.7	90.4	0.3	560.929	270.57	0.3
6	42.8474	-92.12547	337.2	90.4	0.3	561.0999	170.93	0.3
6	42.847391	-92.122941	335	90.3	-1.1	561.3066	206.73	-1.1
6	42.847383	-92.120411	332.9	90.2	-1	561.5134	206.81	-1
6	42.847389	-92.117094	330.8	89.9	-0.8	561.7846	271.14	-0.8
6	42.847402	-92.113559	331.2	89.7	0.1	562.0735	288.96	0.1
6	42.847423	-92.109515	329.2	89.6	-0.6	562.4041	330.57	-0.6
6	42.847439	-92.105912	323.2	89.7	-2	562.6986	294.52	-2
6	42.847448	-92.103255	323.1	89.7	0	562.9158	217.19	0
6	42.847466	-92.099807	322.9	89.6	-0.1	563.1977	281.85	-0.1
6	42.847464	-92.09615	322.4	90	-0.2	563.4966	298.93	-0.2
6	42.847469	-92.09194	323.4	89.9	0.3	563.8407	344.14	0.3
6	42.847479	-92.089429	323.6	89.7	0.1	564.046	205.26	0.1
6	42.84748	-92.085961	324.9	90	0.5	564.3295	283.48	0.5
6	42.847474	-92.081701	325.9	90.1	0.3	564.6777	348.22	0.3
6	42.847467	-92.078683	326.9	90.2	0.4	564.9244	246.7	0.4
6	42.847461	-92.075664	329.2	90.2	0.9	565.1712	246.78	0.9
6	42.84746	-92.072011	332.6	90	1.1	565.4698	298.6	1.1
6	42.84746	-92.068731	326.3	90	-2.4	565.7379	268.12	-2.3
6	42.847466	-92.064338	329.7	89.9	0.9	566.097	359.09	0.9
6	42.847472	-92.061055	329.5	89.9	-0.1	566.3654	268.36	-0.1
6	42.847478	-92.057773	329.7	89.9	0.1	566.6336	268.28	0.1
6	42.847485	-92.054491	329.4	89.8	-0.1	566.9019	268.28	-0.1
6	42.847491	-92.051208	332.3	89.9	1.1	567.1703	268.36	1.1
6	42.847497	-92.047926	335.4	89.9	1.2	567.4386	268.28	1.2
6	42.847507	-92.043983	338.4	89.8	0.9	567.7609	322.31	0.9
6	42.84751	-92.0429	338.4	89.8	0	567.8494	88.53	0
